user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status,Sentiment
sandhuz_19,,Twitter for Android,,12-04-2021 02:34,FALSE,94,@usernameohi @capt_amarinder stil you're silent #FarmersProtest #DelhiPolice_TorturingFarmers,0,FALSE,Positive
Sukhdhillonben1,,Twitter for iPhone,,12-04-2021 02:34,FALSE,113,#DelhiPolice_TorturingFarmers #FarmersProtest @UN @JoeBiden @BBCWorld @JustinTrudeau @UNHumanRights @GretaThunberg… https://t.co/JUYhs7ezMy,0,FALSE,Positive
NauNihal2018,,ISupportFarmers,,12-04-2021 02:34,FALSE,71,"The Government is not interested in stopping torture by the police
#DelhiPolice_TorturingFarmers
 Farmers protest p… https://t.co/03LQsd81fU",0,FALSE,Negative
ziya_al_ansar,"Aligarh, Uttar Pradesh.",Twitter for Android,,12-04-2021 02:33,FALSE,1722,"Farmers protesting are ready to talk if the Centre invites them, BKU leader Rakesh Tikait said on Sunday.… https://t.co/mgVxrUoH2p",0,FALSE,Positive
AmanjotBhangu,"Haryana, India",Twitter for Android,,12-04-2021 02:33,FALSE,91,"'Shameful' &amp; 'Disgusting' act by Delhi Police!

How obnoxious can Modi govt be??

Torturing &amp; thrashing the youth i… https://t.co/GyaxcvtUFb",0,FALSE,Negative
rajasthani03,,ISupportFarmers,,12-04-2021 02:33,FALSE,23,Use of force and torturing farmers by Delhi police on behest of Modi is not going to work. United nations stand tog… https://t.co/W1wjeQ4tWa,0,FALSE,Positive
BhagwantSandh12,,ISupportFarmers,,12-04-2021 02:33,FALSE,94,"Police 'torturing' farmers in UP, Uttarakhand to stop them from joining protests: BKU
#DelhiPolice_TorturingFarmers… https://t.co/RJL9A2F1YW",0,FALSE,Positive
kiranjattsandhu,"Portage, MI",ISupportFarmers,,12-04-2021 02:33,FALSE,69,"Was just a trial, says Rakesh Tikait as farmers' blockade of KMP Expressway ends
#DelhiPolice_TorturingFarmers
 Sup… https://t.co/9POnWBqdBC",5,FALSE,Positive
sartajjeevan,,Twitter for iPhone,,12-04-2021 02:33,TRUE,131,They must be stopped #DelhiPolice_TorturingFarmers https://t.co/KnUVEmhIxa,2,FALSE,Positive
kaurraman00,,ISupportFarmers,,12-04-2021 02:33,FALSE,152,"BJP torturing farmers through Delhi Police, says PPCC Presi
#DelhiPolice_TorturingFarmers
 Farmers against injustic… https://t.co/7EBoiNBasj",2,FALSE,Positive
jasdhaliwal349,,Twitter for iPhone,,12-04-2021 02:33,FALSE,546,You took an oath to serve people. You promised to be faithful &amp; serve the constitution of India w/ loyalty. But whe… https://t.co/WnFbEfBQAc,21,FALSE,Positive
bhaktokapapa6,,Twitter for Android,,12-04-2021 02:33,FALSE,16,"'Shameful' &amp; 'Disgusting' act by Delhi Police!

How obnoxious can Modi govt be??

Torturing &amp; thrashing the youth i… https://t.co/GoIcjt1bOm",2,FALSE,Negative
deeprana1007,,ISupportFarmers,,12-04-2021 02:33,FALSE,71,Modi/Shah are killing democracy by misusing Delhi and Haryana police to arrest the farmer protestors.… https://t.co/HKffD1zAdN,2,FALSE,Negative
prathapradio,கிராமத்தான்,Twitter for Android,,12-04-2021 02:32,TRUE,2236,"Persecution of farmers is not good for any nation..!

#DelhiPolice_TorturingFarmers https://t.co/lumYhoQ4tW",6,FALSE,Negative
judge_rupinder,,ISupportFarmers,,12-04-2021 02:32,FALSE,56,Delhi Police arrested some farmers while they were shopping for groceries. False charges being imposed on them.… https://t.co/bhSLqrQbr1,5,FALSE,Negative
Kractivist,India,🦉TeleTweet,,12-04-2021 02:32,TRUE,989,"@CPDelhi
 can’t control Rapes Crimes Murders Riots Killings in Delhi 
All they can do is to catch innocent farmers… https://t.co/Eix4hPeQ2c",2,FALSE,Positive
DarshanPritSikh,"Chandigarh, India",Twitter for Android,,12-04-2021 02:32,TRUE,282,"#DelhiPolice_TorturingFarmers
Delhi Police Shame' Shame ' Shame https://t.co/5AotrgHxi1",2,FALSE,Positive
khanishfaq4i,,Twitter Web App,,12-04-2021 02:32,FALSE,107,"One of the visuals showing the torturing mode to restrict farmers!

#DelhiPolice_TorturingFarmers https://t.co/O8X7DtQcGu",3,FALSE,Positive
RaibansSingh,"Illinois, USA",Twitter for Android,,12-04-2021 02:32,TRUE,79,"DON'T SHY...SPEAK YOUR MIND LOUDLY..WORLD IS LISTENING &amp;WATCHING 
#DelhiPolice_TorturingFarmers
#मोदी_नंग_किसान_तंग https://t.co/cr8pUGAtul",2,FALSE,Positive
harsh__t,"Mirzapur, India",Twitter for Android,,12-04-2021 02:32,TRUE,16,Me to the people who are trending #DelhiPolice_TorturingFarmers https://t.co/mOVeDghgyT,1,FALSE,Positive
jssaini54634980,,ISupportFarmers,,12-04-2021 02:32,FALSE,164,Delhi police is beating farmers. Farmers are peacefully protesting for their demands to be heard.… https://t.co/igHGsKpdcn,0,FALSE,Positive
sartajjeevan,,Twitter for iPhone,,12-04-2021 02:32,TRUE,131,We can’t let that happen #DelhiPolice_TorturingFarmers https://t.co/mnMnrAPTMW,1,FALSE,Positive
pb07cheema,Jithe rab vasda,Twitter for iPhone,,12-04-2021 02:32,FALSE,885,"Stand today or suffer tomorrow!

#DelhiPolice_TorturingFarmers https://t.co/ZlyXhLWRQf",1,FALSE,Positive
Manniepreet,,NoFoodNoFarmer,,12-04-2021 02:32,FALSE,192,"Was just a trial, says Rakesh Tikait as farmers' blockade of KMP Expressway ends
#DelhiPolice_TorturingFarmers
 The… https://t.co/YayRQvq5AR",0,FALSE,Positive
singh0maninder,,Twitter for iPhone,,12-04-2021 02:32,FALSE,78,Haryana and Delhi police are continuously detaining farmers and torturing them #DelhiPolice_TorturingFarmers,0,FALSE,Positive
Gurwind33930102,,Twitter for iPhone,,12-04-2021 02:32,FALSE,49,#FarmersProtest #ShameOnDelhiPolice   #ShameOnBJP shame on Delhi police for torturing innocent people. Such a disgu… https://t.co/BdSy15ndg5,1,FALSE,Positive
karanvirk77,👑 ਪੰਜ-ਆਬ 👑 ⚔️Sikh Empire⚔️,Twitter for Android,,12-04-2021 02:32,FALSE,992,"ਬਾਹਰਿ ਢੂਢਤ ਬਹੁਤੁ ਦੁਖੁ ਪਾਵਹਿ ਘਰਿ ਅੰਮ੍ਰਿਤੁ ਘਟ ਮਾਹੀ ਜੀਉ ॥ (SGGS 598)
By searching around on the outside, you will only… https://t.co/9Dt91yPhWl",0,FALSE,Positive
SonnyJudge1,,NoFoodNoFarmer,,12-04-2021 02:32,FALSE,561,"One tractor and so many policemen beating the farmers mercilessly. Shame BJP
#DelhiPolice_TorturingFarmers
 I Suppo… https://t.co/CUut9110Yo",0,FALSE,Negative
SSINGHPB07,"Punjab, India",Twitter for Android,,12-04-2021 02:32,FALSE,96,"Hashtag for today
#DelhiPolice_TorturingFarmers
#DelhiPolice_TorturingFarmers
Tweet | Retweet | Share 
And support… https://t.co/BroWUGFU42",0,FALSE,Positive
goldy_4u,India,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000017B1B495A90>, id='69d8d9f0fd0ddc8e', url='https://api.twitter.com/1.1/geo/id/69d8d9f0fd0ddc8e.json', place_type='admin', name='Gujarat', full_name='Gujarat, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000017B1B495A90>, type='Polygon', coordinates=[[[68.106114, 20.120943], [74.47663, 20.120943], [74.47663, 24.708482], [68.106114, 24.708482]]]), attributes={})",12-04-2021 02:32,TRUE,25,"March On San Francisco's Iconic 
Golden Gate Bridge Is Solidarity With The Farmers Protestors In India. Hundreds Ca… https://t.co/oIp5P5qd7W",0,FALSE,Positive
IamProudPunjabi,Punjab,Twitter for Android,,12-04-2021 02:32,FALSE,530,"Stay united and raise voice against injustice 
#DelhiPolice_TorturingFarmers https://t.co/G3sheVsaQj",1,FALSE,Positive
sartajjeevan,,Twitter for iPhone,,12-04-2021 02:32,TRUE,131,I stand with farmers #DelhiPolice_TorturingFarmers https://t.co/t1JuiZnueB,16,FALSE,Positive
Tractor2twitr,"Ludhiana, India",Twitter for iPhone,,12-04-2021 02:32,FALSE,135,"Before it becomes a norm, @capt_amarinder You need to take serious legal action against @DGPPunjabPolice for abduct… https://t.co/anDkDRd39H",83,FALSE,Negative
SukheetJataana,Canada,NoFoodNoFarmer,,12-04-2021 02:32,FALSE,494,"Shame on Delhi police for arresting 80 years old farmer and torturing him
#DelhiPolice_TorturingFarmers
 Chardi Kal… https://t.co/QjDEDP2cfV",0,FALSE,Positive
SaveOurAnndata,"Punjab, India",🦉TeleTweet,,12-04-2021 02:32,FALSE,228,"@CPDelhi
 can’t control Rapes Crimes Murders Riots Killings in Delhi 
All they can do is to catch innocent farmers… https://t.co/hIQtirxP3f",1,FALSE,Positive
sidhujot6,,Twitter for Android,,12-04-2021 02:32,FALSE,297,stop #DelhiPolice_TorturingFarmers https://t.co/4F0ysSfc78,1,FALSE,Positive
NauNihal2018,,ISupportFarmers,,12-04-2021 02:32,FALSE,71,"Police helping BJP goons in pelting stones toward farmers.
#DelhiPolice_TorturingFarmers
 Farmers protest peacefully https://t.co/lB9GVSFKmu",1,FALSE,Positive
rajasthani03,,ISupportFarmers,,12-04-2021 02:31,FALSE,23,Delhi police arresting people from Punjab that does belong to their jurisdiction. Is Punjab Govt sleeping?… https://t.co/EJxSnFFSzQ,2,FALSE,Positive
HryTweet_,India,Twitter for Android,,12-04-2021 02:31,TRUE,4853,Modi/RSS/Delhi police in desperation trying to torture &amp; intimidate farmers. Farmers standing firm and srong on the… https://t.co/fszywmuuVN,6,FALSE,Negative
sartajjeevan,,Twitter for iPhone,,12-04-2021 02:31,TRUE,131,I stand with farmers #DelhiPolice_TorturingFarmers https://t.co/VMQ3s2gCrD,2,FALSE,Positive
BhagwantSandh12,,ISupportFarmers,,12-04-2021 02:31,FALSE,94,"At least 30 farmer leaders in Haryana arrested!
Arrests take place two days before the commencement of the nationwi… https://t.co/2Tu7RhTBZA",2,FALSE,Negative
kiranjattsandhu,"Portage, MI",ISupportFarmers,,12-04-2021 02:31,FALSE,69,"At least 30 farmer leaders in Haryana arrested!
Arrests take place two days before the commencement of the nationwi… https://t.co/r41WjuU658",0,FALSE,Negative
HryTweet_,India,Twitter for Android,,12-04-2021 02:31,TRUE,4853,Delhi police using force to beat the farmers. They took some farmers to jail and registered false cases on them.… https://t.co/bbgtqcPJlS,4,FALSE,Negative
_ManikGoyal,"Helsinki, Finland",Twitter for iPhone,,12-04-2021 02:31,FALSE,543,No section of law gives Police the right to torture the accused's family .@capt_amarinder should register an FIR Un… https://t.co/5gedyZcfQr,26,FALSE,Positive
sartajjeevan,,Twitter for iPhone,,12-04-2021 02:31,TRUE,131,Absolutely! #DelhiPolice_TorturingFarmers https://t.co/aLyoBBtfFB,4,FALSE,Positive
kaurraman00,,ISupportFarmers,,12-04-2021 02:31,FALSE,152,International organisations support Indians farmers: NYT carries full page declaration… https://t.co/mO80kjobmu,0,FALSE,Positive
FARMERS24X7,,Twitter for Android,,12-04-2021 02:31,FALSE,15,@Kisanektamorcha @capt_amarinder @DelhiPolice r u remaking Thugs of India in real life? Who gave u the authority to… https://t.co/vAGKVx8tLG,1,FALSE,Positive
Monikak06080620,,Twitter Web App,,12-04-2021 02:31,FALSE,261,"@sandhulandlord1 #DelhiPolice_TorturingFarmers
#FarmersProtest
Repeal Farm laws
If you support Indian Farmers, Plea… https://t.co/R0RsUbTsgy",0,FALSE,Positive
deeprana1007,,ISupportFarmers,,12-04-2021 02:31,FALSE,71,"BJP torturing farmers through Delhi Police, says PPCC Presi
#DelhiPolice_TorturingFarmers
 Support Farmers https://t.co/mKBByOTg1h",0,FALSE,Positive
Nikhil4INDI,"New Delhi, India",Twitter for iPhone,,12-04-2021 02:31,FALSE,683,"#DelhiPolice_TorturingFarmers

DP on the Instructions of Moody are torturing farmers.

FAKE CASES AND FAKE DETENTIO… https://t.co/EnLEfesuqJ",26,FALSE,Negative
HryTweet_,India,Twitter for Android,,12-04-2021 02:31,TRUE,4853,"Our farmer’s haven’t given up the protesting. we shouldn’t give up posting, please do your part raise your voice fo… https://t.co/EACH9pj1yS",4,FALSE,Positive
judge_rupinder,,ISupportFarmers,,12-04-2021 02:30,FALSE,56,"BJP torturing farmers through Delhi Police, says PPCC Presi
#DelhiPolice_TorturingFarmers
 I support farmers!!! https://t.co/24ykTYEzBz",2,FALSE,Positive
navin4nation,India,Twitter for Android,,12-04-2021 02:30,FALSE,2278,@PreetKanwalGre1 @deltatamilian @Oshoaum1 @ShibuVarkey_dr @Musleuddin17 @MamtaKu57972524 @fromtrctr2twitr… https://t.co/4oJAgagBi4,0,FALSE,Positive
jssaini54634980,,ISupportFarmers,,12-04-2021 02:30,FALSE,164,BJP goons throwing stones at farmers with Delhi police just standing and watching from behind. Shame Delhi police… https://t.co/Qx8NjPoPkk,0,FALSE,Negative
with_kaur,,Twitter for iPhone,,12-04-2021 02:30,FALSE,1470,@D51184975 Welcome #DelhiPolice_TorturingFarmers #FarmersProtest,0,FALSE,Positive
chasingsaraab,my king's Palace ,Twitter for Android,,12-04-2021 02:30,FALSE,452,"Every evil has a bad ending.
Delhi police your end is approaching soon with the end of BJP era… https://t.co/yca5K9GvWM",1,FALSE,Negative
scruperfect,Earth,Twitter for Android,,12-04-2021 02:30,FALSE,196,Both incite violence against minorities. Potus fuelled the white supremacist and Lotus is  busy pushing his Hindutv… https://t.co/3UDCGvEQLN,5,FALSE,Positive
sidhujot6,,Twitter for Android,,12-04-2021 02:30,FALSE,297,"#DelhiPolice_TorturingFarmers Delhi police targeting,chasing &amp; torturing farmers.

√Try to suppress voices raising… https://t.co/BLWuPyjImi",0,FALSE,Positive
Devilwearprada0,,Twitter for Android,,12-04-2021 02:30,FALSE,74,Punjab isn't alien to police brutalities...the decades of 1980 and early 90's have numerous such stories from Punja… https://t.co/tgsA72j0kI,0,FALSE,Negative
loyal90901246,,Twitter for iPhone,,12-04-2021 02:30,FALSE,467,World must condemn @AmitShah &amp; @DelhiPolice for gross #HumanRightsViolations &amp; criminal torture of innocent farmers… https://t.co/21hjcIquzE,0,FALSE,Positive
Manniepreet,,NoFoodNoFarmer,,12-04-2021 02:30,FALSE,192,"Shame on Delhi police for arresting 80 years old farmer and torturing him
#DelhiPolice_TorturingFarmers
 The World… https://t.co/s18pyPKGDS",1,FALSE,Positive
Rana_Baljit_,,Twitter for Android,,12-04-2021 02:30,TRUE,20,We demand that you stand up to protect the rights of the youth of the state and register a criminal case against th… https://t.co/SVtLzd6gtz,2,FALSE,Negative
KimGrewal29,,Twitter for iPhone,,12-04-2021 02:30,TRUE,1277,@hkp3003 No doubt  #DelhiPolice_TorturingFarmers,1,FALSE,Positive
MangaSi88914640,,Twitter for Android,,12-04-2021 02:30,TRUE,277,"#Manga singh stand with farmers
#DelhiPolice_TorturingFarmers",0,FALSE,Positive
PROUDYJAAT,भारत,Twitter for Android,,12-04-2021 02:30,FALSE,86,"#DelhiPolice_TorturingFarmers
Stop torturing farmers https://t.co/Pp5VnXKqvz",0,FALSE,Positive
Jagraj55,,Twitter for Android,,12-04-2021 02:30,FALSE,44,"Delhi police targeting,chasing &amp; torturing farmers.

.Try to suppress voices raising against atrocities.
.Try to th… https://t.co/1X2BzH5WiZ",0,FALSE,Positive
loyal90901246,,Twitter for iPhone,,12-04-2021 02:30,FALSE,467,World must condemn @AmitShah &amp; @DelhiPolice for gross #HumanRightsViolations &amp; criminal torture of innocent farmers… https://t.co/npXZXcjAOL,0,FALSE,Positive
YSAnttal,,Twitter for Android,,12-04-2021 02:30,FALSE,1158,"Good Morning ji  🙏🌄   9
#DelhiPolice_TorturingFarmers https://t.co/gJIULHjVk9",0,FALSE,Positive
IamProudPunjabi,Punjab,Twitter for Android,,12-04-2021 02:30,FALSE,530,"All the BJP goons are roaming free but Since day one, Delhi police has been torturing the farmers.… https://t.co/1t2wLREbmA",0,FALSE,Positive
SonnyJudge1,,NoFoodNoFarmer,,12-04-2021 02:30,FALSE,561,"SC registers suo motu case against Police action on farmers
In an open letter written by Punjab University students… https://t.co/PsS4Z4PahP",0,FALSE,Positive
loyal90901246,,Twitter for iPhone,,12-04-2021 02:30,FALSE,467,"Another innocent Sikh student abducted by @DelhiPolice in Punjab, brought to Delhi &amp; horrifically tortured… https://t.co/uFKleH4FOy",0,FALSE,Positive
SukheetJataana,Canada,NoFoodNoFarmer,,12-04-2021 02:30,FALSE,494,"Human rights must be protected across the world. 
#DelhiPolice_TorturingFarmers
 Chardi Kala !! https://t.co/DphG6WRqZy",0,FALSE,Positive
navin4nation,India,Twitter for Android,,12-04-2021 02:30,FALSE,2278,"@Kisanektamorcha @capt_amarinder Disgusting display of contemptible cowardice by Delhi Police!!!
#DelhiPolice_TorturingFarmers",1,FALSE,Negative
NauNihal2018,,ISupportFarmers,,12-04-2021 02:30,FALSE,71,"Shame on Delhi police for arresting 80 years old farmer and torturing him
#DelhiPolice_TorturingFarmers
 Farmers pr… https://t.co/6szdj0kvE7",0,FALSE,Positive
Taman_Rupal,"Ludhiana, Punjab ",Twitter for iPhone,,12-04-2021 02:29,FALSE,550,"Lakha Sidana’s brother was mercilessly beaten by the Delhi police 

And this is not the first time that our farmers… https://t.co/GuaJ0pej9r",10,FALSE,Negative
rajasthani03,,ISupportFarmers,,12-04-2021 02:29,FALSE,23,Delhi police is beating farmers. Farmers are peacefully protesting for their demands to be heard.… https://t.co/ylTWXLgLYe,0,FALSE,Positive
sidhujot6,,Twitter for Android,,12-04-2021 02:29,FALSE,297,#DelhiPolice_TorturingFarmers One of the visuals showing the torturing mode to restrict farmers!… https://t.co/hOso33mPqL,0,FALSE,Positive
DeepSan05970557,,Twitter for Android,,12-04-2021 02:29,FALSE,3006,"@nstomar
Can you tell us who are those  farmer unions you are claiming the support of? Currently there are  450+ Fa… https://t.co/1uBb9H3mWs",0,FALSE,Positive
indianproud12,India,Twitter for iPhone,,12-04-2021 02:29,FALSE,357,This fascism is peddled quite openly in police as well. There’s absolutely no neutrality.… https://t.co/3RJwsVgNvL,2,FALSE,Negative
BhagwantSandh12,,ISupportFarmers,,12-04-2021 02:29,FALSE,94,"Haryana and Delhi police continue to arrest peaceful farmer protestors. 
https://t.co/Xr1gM6GMe2… https://t.co/P8ukpVBmQq",0,FALSE,Positive
HryTweet_,India,Twitter for Android,,12-04-2021 02:29,TRUE,4853,"We are with our Farmers. 
#FarmersProtest
#DelhiPolice_TorturingFarmers",2,FALSE,Positive
sidhujot6,,Twitter for Android,,12-04-2021 02:29,FALSE,297,"#DelhiPolice_TorturingFarmers March on san Francisco's iconic 
Golden gate bridge is solidarity with the farmers pr… https://t.co/yAMqvnKlYi",0,FALSE,Positive
kiranjattsandhu,"Portage, MI",ISupportFarmers,,12-04-2021 02:29,FALSE,69,"Delhi police is beating farmers who are protesting peacefully.
#DelhiPolice_TorturingFarmers
 Support farmers!!!!!!! https://t.co/fB3iQFsXOo",2,FALSE,Positive
KULVEER29653138,Hatepur,Twitter Web App,,12-04-2021 02:29,FALSE,395,"Delhi Police don't harassment our innocent farmers, they are already irritate by govt &amp; weather. 
If you have coura… https://t.co/8uySHVSrrU",4,FALSE,Positive
kaurraman00,,ISupportFarmers,,12-04-2021 02:29,FALSE,152,Delhi Police arrested some farmers while they were shopping for groceries. False charges being imposed on them.… https://t.co/jh678oztlb,2,FALSE,Negative
imposterjatt,,Twitter for iPhone,,12-04-2021 02:29,FALSE,77,"Speak up for farmers!!

#DelhiPolice_TorturingFarmers https://t.co/LribbNliJ6",1,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:29,FALSE,5,"@Ashutoshyadavv_ @CPDelhi can’t control Rapes Crimes Murders Riots Killings in Delhi 
All they can do is to catch i… https://t.co/nNTpwzo0sO",1,FALSE,Positive
deeprana1007,,ISupportFarmers,,12-04-2021 02:29,FALSE,71,Use of force and torturing farmers by Delhi police on behest of Modi is not going to work. United nations stand tog… https://t.co/bzwlnZdFk0,1,FALSE,Positive
AnahatGill2,,Twitter for Android,,12-04-2021 02:29,FALSE,76,"More you suppress More the Upswing.
More power to Farmers.
#DelhiPolice_TorturingFarmers 
#FarmersProtest",2,FALSE,Positive
pLastHuman,,Twitter for Android,,12-04-2021 02:29,FALSE,26,"How are people pretending 
#FarmersProtest is over
#DelhiPolice_TorturingFarmers https://t.co/HVJYHmmznE",1,FALSE,Positive
MohanSi56453954,,Twitter for Android,,12-04-2021 02:29,TRUE,1004,"Use tagline 
#DelhiPolice_TorturingFarmers https://t.co/DUrJlGEbLq",3,FALSE,Positive
judge_rupinder,,ISupportFarmers,,12-04-2021 02:28,FALSE,56,Use of force and torturing farmers by Delhi police on behest of Modi is not going to work. United nations stand tog… https://t.co/HMLwB8ja2Y,2,FALSE,Positive
hkp3003,United States,Twitter for iPhone,,12-04-2021 02:28,FALSE,931,Andhbhakts are their own enemies? #DelhiPolice_TorturingFarmers,9,FALSE,Positive
Bikramj69764422,,Twitter for iPhone,,12-04-2021 02:28,FALSE,208,"One of the visuals showing the torturing mode to restrict farmers!

#DelhiPolice_TorturingFarmers https://t.co/pi7qpyKDkU",4,FALSE,Positive
jssaini54634980,,ISupportFarmers,,12-04-2021 02:28,FALSE,164,"Delhi police beating and torturing farmers on behest of BJP
#DelhiPolice_TorturingFarmers
 I support farmers! https://t.co/fgMXX8p1PT",1,FALSE,Positive
ReshmaMajeed5,"chowkibal, jammu&kashmir",Twitter Web App,,12-04-2021 02:28,FALSE,239,"We will not rest till laws are repealed!
No Farmer No Food!

#DelhiPolice_TorturingFarmers #Farmers_vs_BikauModi… https://t.co/yoOL3LQFBM",3,FALSE,Positive
TujinderAujla,Aujla,Twitter for Android,,12-04-2021 02:28,FALSE,18,"'Shameful' &amp; 'Disgusting' act by Delhi Police!

How obnoxious can Modi govt be??

Torturing &amp; thrashing the youth i… https://t.co/jQccLqHXx3",1,FALSE,Negative
KingKisshor,,Twitter for iPhone,,12-04-2021 02:28,FALSE,5,"@NauNihal2018 @CPDelhi can’t control Rapes Crimes Murders Riots Killings in Delhi 
All they can do is to catch inno… https://t.co/T9lF8rSJD6",1,FALSE,Positive
Manniepreet,,NoFoodNoFarmer,,12-04-2021 02:28,FALSE,192,"Shameful that Delhi Police allowed to torture Punjabis: Navjot Sidhu
#DelhiPolice_TorturingFarmers
 The World is Wa… https://t.co/zmRKoEsP1r",1,FALSE,Positive
NikhilPatidarr,"Bhopal, India",Twitter for Android,,12-04-2021 02:28,TRUE,176,"PM’s CROP insurance scheme is like  rest of schemes,JUMLA,On 1hand whr insurance companies have denied benefits of… https://t.co/fZFk3iuT0N",1,FALSE,Positive
with_kaur,,Twitter for iPhone,,12-04-2021 02:28,FALSE,1470,@D51184975 How cute #DelhiPolice_TorturingFarmers #FarmersProtest,2,FALSE,Positive
HryTweet_,India,Twitter for Android,,12-04-2021 02:28,TRUE,4853,This is human rights violation. Beating a farmers because he was protecting women from BJP goons… https://t.co/0cQeAley6v,15,FALSE,Positive
SonnyJudge1,,NoFoodNoFarmer,,12-04-2021 02:28,FALSE,561,Delhi police arresting people from Punjab that does belong to their jurisdiction. Is Punjab Govt sleeping?… https://t.co/xniMeZveM2,2,FALSE,Positive
Gurpreetpb08,,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x0000017B1B495A90>, id='1dc2b546652c55dd', url='https://api.twitter.com/1.1/geo/id/1dc2b546652c55dd.json', place_type='admin', name='Punjab', full_name='Punjab, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x0000017B1B495A90>, type='Polygon', coordinates=[[[73.885375, 29.543882], [76.944121, 29.543882], [76.944121, 32.576396], [73.885375, 32.576396]]]), attributes={})",12-04-2021 02:28,TRUE,108,"Good morning everyone ☀️

#DelhiPolice_TorturingFarmers",6,FALSE,Positive
Manmind32406985,Earth,Twitter for Android,,12-04-2021 02:28,FALSE,719,"THEY MAY KILL ME BUT THEY CANNOT KILL MY IDEAS. 
THEY MAY CRUSH MY BODY,
BUT THEY WILL NOT BE ABLE TO CRUSH MY SPIR… https://t.co/5hdmzQPVBd",7,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:28,FALSE,5,"@KisaanDaPutt @CPDelhi can’t control Rapes Crimes Murders Riots Killings in Delhi 
All they can do is to catch inno… https://t.co/d5ZZ2kXGzr",1,FALSE,Positive
masumjatt,Pata nhi,Twitter for iPhone,,12-04-2021 02:28,FALSE,99,"Support farmers!!!

#DelhiPolice_TorturingFarmers https://t.co/YnaiUMikkU",1,FALSE,Positive
SukheetJataana,Canada,NoFoodNoFarmer,,12-04-2021 02:28,FALSE,494,"BJP torturing farmers through Delhi Police, says PPCC Presi
#DelhiPolice_TorturingFarmers
 Chardi Kala !! https://t.co/FzLuyYTTIZ",1,FALSE,Positive
RaibansSingh,"Illinois, USA",Twitter for Android,,12-04-2021 02:28,TRUE,79,"SPEAK YOUR MIND LOUDLY....WORLD IS LISTENING &amp;WATCHING 
#DelhiPolice_TorturingFarmers
#मोदी_नंग_किसान_तंग https://t.co/tv8YxwXUQF",1,FALSE,Positive
NauNihal2018,,ISupportFarmers,,12-04-2021 02:28,FALSE,71,"Police torture must stop. 
#DelhiPolice_TorturingFarmers
 Farmers protest peacefully https://t.co/SiRNyQKHKH",1,FALSE,Positive
guropinder,India,Twitter for Android,,12-04-2021 02:28,FALSE,82,"#DelhiPolice_TorturingFarmers
Support farmers https://t.co/ApaWWRQWB4",5,FALSE,Positive
hkp3003,United States,Twitter for iPhone,,12-04-2021 02:27,FALSE,931,I’m tweeting under the influence of...... #DelhiPolice_TorturingFarmers,27,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:27,FALSE,5,"@RajDhanda17 @CPDelhi can’t control Rapes Crimes Murders Riots Killings in Delhi 
All they can do is to catch innoc… https://t.co/tH7Ic1kKnq",1,FALSE,Positive
rajasthani03,,ISupportFarmers,,12-04-2021 02:27,FALSE,23,Delhi police is helping BJP in dividing the country. Farmers are uniting the country.… https://t.co/kw2B3o3JXZ,1,FALSE,Positive
kdhanjal12,Canada,Twitter for Android,,12-04-2021 02:27,TRUE,1514,"The Holocaust illustrates the consequences of prejudice, racism and stereotyping on a society. It forces us to exam… https://t.co/5kpvKYsx8h",4,FALSE,Positive
KingKisshor,,Twitter for iPhone,,12-04-2021 02:27,FALSE,5,"@SukheetJataana @CPDelhi can’t control Rapes Crimes Murders Riots Killings in Delhi 
All they can do is to catch in… https://t.co/giGYrWBcVZ",1,FALSE,Positive
karanvirk77,👑 ਪੰਜ-ਆਬ 👑 ⚔️Sikh Empire⚔️,Twitter for Android,,12-04-2021 02:27,FALSE,992,Our freedoms are vanishing. If u do not get active to take a stand now against all that is wrong while we still can… https://t.co/krSwzjBGqp,4,FALSE,Negative
BhagwantSandh12,,ISupportFarmers,,12-04-2021 02:27,FALSE,94,This is human rights violation. Beating a farmers because he was protecting women from BJP goons… https://t.co/rgLqvPWP96,1,FALSE,Positive
Singhfarmer1313,,Twitter for Android,,12-04-2021 02:27,FALSE,178,"Detentions, Arrests, Abuse, Tortures &amp; Brutalization of protesting citizens has been done by fascist dictator regim… https://t.co/lnRyGV65h3",1,FALSE,Positive
TutSimran,"California, 🇺🇸",Twitter for iPhone,,12-04-2021 02:27,FALSE,60,"@Anu_Kaur11 @Iamjazzie96 Yes 👍 I 💯support &amp; ✊ ✌️the protesting farmers #FarmersProtest
Keep Supporting Farmers
💚 fr… https://t.co/GWE8poQNDt",4,FALSE,Positive
HryTweet_,India,Twitter for Android,,12-04-2021 02:27,TRUE,4853,All the farmers are indeed a very truthful and hard worker. We should respect their work because whatever we eat th… https://t.co/jKY6GitRHo,6,FALSE,Positive
